entry,name,substrates,products
R05260,"DDT + Reduced acceptor + Oxygen <=> cis-2,3-Dihydrodiol 1,1,1-Trichloro-2,2-bis(4'-chlorophenyl)ethane + Acceptor",C04623; C00030; C00007,C06649; C00028
R05268,"1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene + H+ <=> 1-Chloro-2,2-bis(4'-chlorophenyl)ethylene + Cl-",C04596; C00080,C06637; C00698
R05302,O-Carbamoyl-deacetylcephalosporin C + 2-Oxoglutarate + Oxygen <=> 7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C + Succinate + CO2,C06568; C00026; C00007,C06569; C00042; C00011
R05303,Cephamycin C + S-Adenosyl-L-homocysteine <=> 7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C + S-Adenosyl-L-methionine,C06566; C00021,C06569; C00019
R05321,"n-tetradecanoyl-CoA, NADPH2:O2 oxidoreductase [11-(E) desaturating]",C02593; C00004; C00007; C00080,C06736; C00003; C00001
R05322,"n-tetradecanoyl-CoA, NADH:O2 oxidoreductase [11-(Z) desaturating]",C02593; C00004; C00007; C00080,C06737; C00003; C00001
R05335,4-Methylaminobutanal <=> 1-Methylpyrrolinium + H2O,C10974,C06178; C00001
R05337,4-hydroxybutanoyl-CoA hydro-lyase,C11062,C02331; C00001
R05344,4-Chloroacetophenone <=> 4-Chlorobenzaldehyde + CO2,C06647,C06648; C00011
R05346,Parathion + 3 Reduced acceptor <=> Aminoparathion + 3 Acceptor + 2 H2O,C06604; C00030,C06605; C00028; C00001
R05445,"2,6-Dichlorohydroquinone + H2O <=> 6-Chlorobenzene-1,2,4-triol + Hydrochloric acid",C07097; C00001,C06328; C01327
R05454,2-Succinylbenzoate <=> Spirodilactone + H2O,C02730,C06986; C00001
R05455,2-Succinylbenzoyl-CoA <=> Spirodilactone + CoA,C03160,C06986; C00010
R05470,Clavaminic acid <=> Clavulanate-9-aldehyde,C06660,C06661
R05471,clavulanate:NADP+ oxidoreductase,C06661; C00005; C00080,C06662; C00006
R05472,"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8,8-tetrachloroocta-2E,4E-dienoate <=> 4-Chlorobenzoate",C06651,C02370
R05473,Bis(4'-chlorophenyl)methane <=> 4-Chlorophenylacetate,C06641,C03077
R05474,"2-(4'-Chlorophenyl)-3,3-dichloropropenoate <=> 4-Chlorophenylacetate",C06646,C03077
R05476,DDT <=> TDE + Cl-,C04623,C06636; C00698
R05477,"1-Chloro-2,2-bis(4'-chlorophenyl)ethane + H2O <=> 2,2-Bis(4'-chlorophenyl)ethanol + Hydrochloric acid",C06638; C00001,C06639; C01327
R05478,"2,2-Bis(4'-chlorophenyl)ethanol <=> unsym-Bis(4'-chlorophenyl)ethylene + H2O",C06639,C06642; C00001
R05479,"Bis(4'-chlorophenyl)acetate <=> 4,4'-Dichlorobenzophenone",C06640,C06643
R05480,"2-(4'-Chlorophenyl)-3,3-dichloropropenoate <=> 4-Chloroacetophenone",C06646,C06647
R05481,"Bis(4'-chlorophenyl)acetate <=> 2,2-Bis(4'-chlorophenyl)ethanol + H2O",C06640,C06639; C00001
R05482,Hydroquinone + Nitrite + 7 H+ + 6 e- <=> 4-Hydroxyaniline + 3 H2O,C00530; C00088; C00080; C05359,C02372; C00001
R05483,"1,2,4-Trichlorobenzene + Hydrochloric acid <=> 1,3,4,6-Tetrachloro-1,4-cyclohexadiene",C06594; C01327,C06597
R05484,"2,4,5-Trichloro-2,5-cyclohexadiene-1-ol <=> 2,5-Dichlorophenol + Hydrochloric acid",C06598,C06602; C01327
R05485,Aminoparathion + H2O <=> Diethylthiophosphoric acid + 4-Hydroxyaniline,C06605; C00001,C06607; C02372
R05486,Diethylthiophosphoric acid + H2O <=> Diethylphosphoric acid + Hydrogen sulfide,C06607; C00001,C06608; C00283
R05512,D-Glucose 1-phosphate + Nucleoside triphosphate + Amino group donor + Activated methyl group <=> NDP-N-methyl-L-glucosamine + Orthophosphate,C00103; C00201; C11349; C10905,C06592; C00009
R05515,Streptomycin 6-phosphate + NADH + H+ <=> Dihydrostreptomycin 6-phosphate + NAD+,C01138; C00004; C00080,C01221; C00003
R05516,dTDP-L-rhamnose <=> dTDP-L-dihydrostreptose,C03319,C03442
R05519,Erythromycin + Oxygen <=> Erythromycin E + H2O,C01912; C00007,C06634; C00001
R05533,"beta-1,2,3,4,5,6-Hexachlorocyclohexane <=> delta-3,4,5,6-Tetrachlorocyclohexene + 2 Cl-",C06988,C06989; C00698
R05534,"delta-3,4,5,6-Tetrachlorocyclohexene <=> 5,6-Dichloro-1,3-cyclohexadiene + 2 Cl-",C06989,C11352; C00698
R05535,"5,6-Dichloro-1,3-cyclohexadiene <=> Chlorobenzene + Cl- + H+",C11352,C06990; C00698; C00080
R05536,"5,6-Dichloro-1,3-cyclohexadiene <=> Benzene + 2 Cl-",C11352,C01407; C00698
R05537,3-(2-Hydroxyphenyl)propanoate + ATP + CoA + FAD + NAD+ <=> Salicylate + AMP + Diphosphate + FADH2 + Acetyl-CoA + NADH + H+,C01198; C00002; C00010; C00016; C00003,C00805; C00020; C00013; C01352; C00024; C00004; C00080
R05538,"2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)-but-2-enoic acid + H2O <=> 2-Formyl-1-indanone + Pyruvate",C07718; C00001,C07719; C00022
R05539,CO2 <=> 3-Isochromanone,C00011,C07728
R05540,2 Indanone + 2 CO2 <=> 2 2-Formyl-1-indanone + Oxygen,C01504; C00011,C07719; C00007
R05541,"Fluorene + Oxygen + 2 H+ <=> 3,4-Dihydroxyfluorene",C07715; C00007; C00080,C07717
R05542,"Fluorene + Oxygen + 2 H+ <=> 1,2-Dihydroxyfluorene",C07715; C00007; C00080,C07724
R05543,"3,4-Dihydroxy-3,4-dihydro-9-fluorenone <=> 4-Hydroxy-9-fluorenone + H2O",C07722,C07723; C00001
R05544,"2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoic acid + H2O <=> 1-Formyl-2-indanone + Pyruvate",C07725; C00001,C07726; C00022
R05545,1-Formyl-2-indanone + H2O <=> 2-Indanone + CO2 + 2 H+ + 2 e-,C07726; C00001,C07727; C00011; C00080; C05359
R05546,"2-Amino-5-oxocyclohex-1-enecarbonyl-CoA + 2 H2O <=> 1,4-Cyclohexanedione + Ammonia + CO2 + CoA",C05165; C00001,C08063; C00014; C00011; C00010
R05547,N1-Amidinostreptamine 6-phosphate + L-Arginine <=> Streptidine 6-phosphate + L-Ornithine,C11351; C00062,C01121; C00077
R05552,Chorismate + Ammonia <=> 4-Amino-4-deoxychorismate + H2O,C00251; C00014,C11355; C00001
R05609,"Cyclohexa-1,5-diene-1-carbonyl-CoA <=> Cyclohex-2,5-diene-1-carboxyl-CoA",C06322,C09809
R05610,"Cyclohexa-1,5-diene-1-carbonyl-CoA <=> Cyclohex-1,4-diene-1-carboxyl-CoA",C06322,C09810
R05656,"Phenanthrene-1,2-oxide <=> 1-Phenanthrol",C11431,C11432
R05659,"2,4,6/3,5-Pentahydroxycyclohexanone <=> D-2,3-Diketo 4-deoxy-epi-inositol + H2O",C00691,C06891; C00001
R05671,"3'-Amino-3'-deoxy-AMP + L-Tyrosine <=> N6,N6,O-Tridemethylpuromycin-5'-phosphate",C07026; C00082,C07027
R05675,N-Acetyl-O-demethylpuromycin-5'-phosphate <=> N-Acetyl-O-demethylpuromycin,C07030,C07031
R05677,N-Acetylpuromycin + H2O <=> Puromycin + Acetate,C07032; C00001,C01610; C00033
R05694,(S)-3-Sulfolactate + NADP+ <=> 3-Sulfopyruvate + NADPH + H+,C11499; C00006,C05528; C00005; C00080
R05813,Cobalt-dihydro-precorrin 6 + 2 S-Adenosyl-L-methionine <=> Cobalt-precorrin 8 + 2 S-Adenosyl-L-homocysteine + CO2,C11543; C00019,C11545; C00021; C00011
R05824,"4,21-Dehydrocorynantheine aldehyde <=> 4,21-Dehydrogeissoschizine",C11679,C03677
R05826,16-Epivellosimine <=> Vellosimine,C11633,C11634
R05836,"3alpha,12alpha-Dihydroxy-5beta-chol-6-enoate + 2 H+ <=> Deoxycholic acid",C11637; C00080,C04483
R05840,Glycolaldehyde + 2-Oxobutanoate + Alanine <=> Pyridoxine,C00266; C00109; C01401,C00314
R05844,Strictosidine aglycone <=> Dialdehyde,C03309,C11678
R05845,"Dialdehyde + H+ <=> 4,21-Dehydrocorynantheine aldehyde + H2O",C11678; C00080,C11679; C00001
R05846,"4,21-Dehydrogeissoschizine <=> Cathenamine",C03677,C11680
R05847,Cathenamine + NADPH + H+ <=> Ajmalicine + NADP+,C11680; C00005; C00080,C09024; C00006
R05848,Cathenamine + NADPH + H+ <=> Tetrahydroalstonine + NADP+,C11680; C00005; C00080,C11682; C00006
R05852,"4,21-Dehydrogeissoschizine <=> Stemmadenine",C03677,C11691
R05853,Stemmadenine <=> Tabersonine,C11691,C09244
R05854,Stemmadenine <=> Catharanthine,C11691,C09107
R05856,"16-Methoxytabersonine + H2O <=> 16-Methoxy-2,3-dihydro-3-hydroxytabersonine",C11675; C00001,C04578
R05858,"Vindoline + Catharanthine <=> 3',4'-Anhydrovinblastine",C01626; C09107,C11641
R05859,"3',4'-Anhydrovinblastine <=> Vinblastine",C11641,C07201
R05860,Vinblastine <=> Vincristine,C07201,C07204
R05866,Tabersonine + NADPH + H+ + Oxygen <=> Lochnericine + NADP+ + H2O,C09244; C00005; C00080; C00007,C11676; C00006; C00001
R05867,Lochnericine <=> Horhammericine,C11676,C11677
R05868,Tabersonine <=> Horhammericine,C09244,C11677
R05869,Tabersonine <=> Minovincinine,C09244,C11783
R05870,Minovincinine + Acetyl-CoA <=> Echitovenine + CoA,C11783; C00024,C11784; C00010
R05871,19-Hydroxytabersonine <=> Horhammericine,C11642,C11677
R05872,Tabersonine <=> 19-Hydroxytabersonine,C09244,C11642
R05873,"4,21-Dehydrogeissoschizine <=> 19-epi-Cathenamine",C03677,C11681
R05874,19-epi-Cathenamine + NADPH + H+ <=> 19-epi-Ajmalicine + NADP+,C11681; C00005; C00080,C11683; C00006
R05881,Norajmaline + S-Adenosyl-L-methionine <=> Ajmaline + S-Adenosyl-L-homocysteine,C11810; C00019,C06542; C00021
R05886,Tabersonine <=> Lochnerinine,C09244,C11812
R05887,Deacetylipecoside <=> Demethylalangiside,C07307,C11813
R05888,Demethylalangiside <=> Alangiside,C11813,C09330
R05889,Deacetylisoipecoside <=> Demethylisoalangiside,C07304,C11814
R05890,Demethylisoalangiside <=> Isoalangiside,C11814,C11815
R05894,Protoemetine <=> Tubulosine,C11816,C09248
R05895,Protoemetine + Tryptamine <=> Deoxytubulosine,C11816; C00398,C11817
R05896,Deoxytubulosine <=> Alangimarckine,C11817,C09328
R05897,Protoemetine <=> Ankorine,C11816,C09337
R05898,Loganate <=> 10-Deoxygeniposidic acid,C01512,C11672
R05899,10-Deoxygeniposidic acid <=> Geniposidic acid,C11672,C11673
R05900,Geniposidic acid <=> Asperuloside,C11673,C09769
R05923,"Phosphatidylethanolamine + G00140 <=> 1,2-Diacyl-sn-glycerol + G00141",C00350; G00140,C00641; G00141
R05945,CMP-N-acetylneuraminate + GD1a <=> CMP + GT1aalpha,G10616; G00111,G10621; G00128
R05951,CMP-N-acetylneuraminate + GT1b <=> CMP + GQ1balpha,G10616; G00116,G10621; G00129
R05958,CMP-N-acetylneuraminate + GM1b <=> CMP + GD1c,G10616; G00125,G10621; G00126
R05959,CMP-N-acetylneuraminate + GM1b <=> CMP + GD1a,G10616; G00125,G10621; G00127
R06063,5-Hydroxyisourate + H+ + H2O <=> (R)(-)-Allantoin + CO2,C11821; C00080; C00001,C02348; C00011
R06064,5-Hydroxyisourate + H+ + H2O <=> (S)-Allantoin + CO2,C11821; C00080; C00001,C02350; C00011
R06194,Lumirhodopsin <=> Metarhodopsin,C05915,C05916
R06195,ent-Kaurene <=> Aconitine,C06090,C06091
R06196,ent-Kaurene <=> Veatchine,C06090,C06092
R06210,UDP-D-galactose + G10534(n) <=> G10534(n+1) + UDP,G10609; G10534,G10534; G10619
R06254,2 I-Urobilinogen + Oxygen <=> 2 Urobilin + 2 H2O,C05790; C00007,C05794; C00001
R06255,2 L-Urobilinogen + Oxygen <=> 2 L-Urobilin + 2 H2O,C05789; C00007,C05793; C00001
R06256,D-Urobilinogen + 2 H+ <=> I-Urobilinogen,C05791; C00080,C05790
R06257,I-Urobilinogen + 4 H+ <=> L-Urobilinogen,C05790; C00080,C05789
R06271,Divinylprotochlorophyllide + 2 H+ <=> Protochlorophyllide,C11831; C00080,C02880
R06287,Divinyl chlorophyllide a <=> Divinylchlorophyll a,C11832,C11850
R06288,Divinylchlorophyll a <=> Chlorophyll a,C11850,C05306
R06314,9alpha-Copalyl diphosphate <=> Aphidicol-16-ene,C11902,C11891
R06315,9alpha-Copalyl diphosphate <=> Aphidicol-15-ene,C11902,C11892
R06316,Aphidicolan-16beta-ol <=> Aphidicolin,C11890,C06088
R06317,Aphidicol-16-ene <=> Aphidicolin,C11891,C06088
R06318,"Taxa-4(20),11(12)-dien-5alpha,13alpha-diol <=> 10-Deacetyl-2-debenzoylbaccatin III",C11897,C11899
R06319,"10beta,14beta-Dihydroxytaxa-4(20),11-dien-5alpha-yl acetate <=> 10-Deacetyl-2-debenzoylbaccatin III",C20151,C11899
R06320,Baccatin III <=> Paclitaxel,C11900,C07394
R06321,Geranylgeranyl diphosphate <=> Cembrene,C00353,C11893
R06324,Gibberellin A14 <=> Gibberellin A37 open lactone,C11858,C11859
R06325,Gibberellin A37 open lactone <=> Gibberellin A36,C11859,C11862
R06327,Gibberellin A36 <=> Gibberellin A4 + CO2,C11862,C11864; C00011
R06328,Gibberellin A12 aldehyde <=> Gibberellin A53 aldehyde,C06093,C11905
R06329,Gibberellin A12 <=> Gibberellin A53,C11857,C06094
R06330,Gibberellin A15 open lactone <=> Gibberellin A44 diacid,C11860,C06095
R06331,Gibberellin A24 <=> Gibberellin A19,C11861,C02034
R06332,Gibberellin A9 <=> Gibberellin A20,C11863,C02035
R06333,Gibberellin A12 <=> Gibberellin A14,C11857,C11858
R06334,Gibberellin A15 open lactone <=> Gibberellin A37 open lactone,C11860,C11859
R06335,Gibberellin A24 + 2-Oxoglutarate + Oxygen <=> Gibberellin A36 + Succinate + CO2,C11861; C00026; C00007,C11862; C00042; C00011
R06339,Gibberellin A14 aldehyde <=> Gibberellin A14,C11853,C11858
R06340,Gibberellin A53 aldehyde <=> Gibberellin A53,C11905,C06094
R06341,Gibberellin A12 aldehyde <=> Gibberellin A14 aldehyde,C06093,C11853
R06348,Gibberellin A5 <=> Gibberellin A6,C11871,C11856
R06358,Levopimarinal <=> Levopimaric acid,C11886,C11888
R06359,Neoabietal <=> Neoabietic acid,C11885,C11889
R06365,O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate + NDP-N-methyl-L-glucosamine <=> Dihydrostreptomycin 6-phosphate + NDP,C04767; C06592,C01221; C00454
R06374,"(4R,6R)-cis-Carveol <=> (-)-Carvone",C11395,C01767
R06375,"(4S,6S)-cis-Carveol <=> (+)-(S)-Carvone",C11408,C11383
R06380,"(1R,4R)-Dihydrocarvone <=> (1S,4R)-Iso-dihydrocarvone",C11398,C11401
R06381,"(1R,4S)-Iso-dihydrocarvone <=> (1S,4S)-Dihydrocarvone",C11412,C11415
R06394,(3R)-6-Hydroxy-3-isopropenyl-heptanoate <=> (3R)-3-Isopropenyl-6-oxoheptanoate,C11404,C11405
R06395,(3S)-6-Hydroxy-3-isopropenyl-heptanoate <=> (3S)-3-Isopropenyl-6-oxoheptanoate,C11417,C11419
R06418,(+)-cis-Isopulegone isomerase,C11951,C09893
R06434,"dTDP-4-oxo-2,6-dideoxy-L-mannose + NADPH + H+ <=> dTDP-L-olivose + NADP+",C11927; C00005; C00080,C11920; C00006
R06443,"dTDP-3,4-dioxo-2,6-dideoxy-D-glucose <=> Maltol + dTDP",C06620,C11918; C00363
R06445,"dTDP-4-dehydro-beta-L-rhamnose <=> dTDP-4-oxo-2,6-dideoxy-L-mannose",C00688,C11927
R06446,"dTDP-4-oxo-2,6-dideoxy-D-glucose <=> dTDP-D-olivose",C11922,C11923
R06448,5 Methylmalonyl-CoA + 2 Malonyl-CoA + (2S)-Ethylmalonyl-CoA + 7 NADPH + 7 H+ <=> 8 CoA + Tylactone + 8 CO2 + 3 H2O + 7 NADP+,C02557; C00083; C18026; C00005; C00080,C00010; C12000; C00011; C00001; C00006
R06449,5-O-beta-D-Mycaminosyltylactone + 2 NADPH + 2 Oxygen + 2 H+ <=> 20-Oxo-5-O-beta-mycaminosyltylactone + 2 NADP+ + 3 H2O,C12001; C00005; C00007; C00080,C20760; C00006; C00001
R06453,"Malonyl-CoA + 6 Methylmalonyl-CoA + 6 NADPH + 6 H+ <=> 8,8a-Deoxyoleandolide + 7 CoA + 7 CO2 + H2O + 6 NADP+",C00083; C02557; C00005; C00080,C11989; C00010; C00011; C00001; C00006
R06454,"8,8a-Deoxyoleandolide + 2 NADPH + 2 H+ + 2 Oxygen <=> Oleandolide + 2 NADP+ + 3 H2O",C11989; C00005; C00080; C00007,C11990; C00006; C00001
R06455,Oleandolide + dTDP-L-olivose <=> L-Olivosyl-oleandolide + dTDP,C11990; C11920,C11991; C00363
R06457,L-Oleandrosyl-oleandolide + dTDP-D-desosamine <=> Oleandomycin + dTDP,C11992; C11911,C01946; C00363
R06472,5-Oxoavermectin ''2a'' aglycone + NADPH + H+ <=> Avermectin B2a aglycone + NADP+,C11970; C00005; C00080,C11971; C00006
R06473,5-Oxoavermectin ''1a'' aglycone + NADPH + H+ <=> Avermectin B1a aglycone + NADP+,C11978; C00005; C00080,C11979; C00006
R06474,5-Oxoavermectin ''2b'' aglycone + NADPH + H+ <=> Avermectin B2b aglycone + NADP+,C11954; C00005; C00080,C11955; C00006
R06475,5-Oxoavermectin ''1b'' aglycone + NADPH + H+ <=> Avermectin B1b aglycone + NADP+,C11962; C00005; C00080,C11963; C00006
R06480,"2-Methylbutanoyl-CoA + 5 Methylmalonyl-CoA + 7 Malonyl-CoA + 9 NADPH + 9 H+ <=> 6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone + 12 CO2 + 13 CoA + 5 H2O + 9 NADP+",C01033; C02557; C00083; C00005; C00080,C11969; C00011; C00010; C00001; C00006
R06481,"2-Methylbutanoyl-CoA + 5 Methylmalonyl-CoA + 7 Malonyl-CoA + 9 NADPH + 9 H+ <=> 6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1a'' aglycone + 12 CO2 + 13 CoA + 6 H2O + 9 NADP+",C01033; C02557; C00083; C00005; C00080,C11977; C00011; C00010; C00001; C00006
R06482,"2-Methylpropanoyl-CoA + 5 Methylmalonyl-CoA + 7 Malonyl-CoA + 9 NADPH + 9 H+ <=> 6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone + 12 CO2 + 13 CoA + 5 H2O + 9 NADP+",C00630; C02557; C00083; C00005; C00080,C11953; C00011; C00010; C00001; C00006
R06483,"2-Methylpropanoyl-CoA + 5 Methylmalonyl-CoA + 7 Malonyl-CoA + 9 NADPH + 9 H+ <=> 6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone + 12 CO2 + 13 CoA + 6 H2O + 9 NADP+",C00630; C02557; C00083; C00005; C00080,C11961; C00011; C00010; C00001; C00006
R06500,Soyasapogenol B <=> Soyasaponin I,C08980,C08983
R06501,beta-Amyrin + Oxygen <=> Soyasapogenol B,C08616; C00007,C08980
R06503,Megalomicin A <=> Megalomicin B,C11985,C11986
R06504,Megalomicin A <=> Megalomicin C1,C11985,C11987
R06505,Megalomicin A <=> Megalomicin C2,C11985,C11988
R06506,Erythromycin C + dTDP-L-megosamine <=> Megalomicin A + dTDP,C06616; C11919,C11985; C00363
R06510,Acetyl-CoA + 2 Malonyl-CoA <=> Triacetate lactone + 3 CoA + 2 CO2,C00024; C00083,C02752; C00010; C00011
R06548,Chrysanthemin <=> Peonidin 3-O-glucoside,C08604,C12141
R06549,Delphinidin 3-O-glucoside <=> Petunidin 3-O-glucoside,C12138,C12139
R06550,Delphinidin 3-O-glucoside <=> Malvidin 3-O-glucoside,C12138,C12140
R06553,Naringenin <=> Genistein,C00509,C06563
R06554,Liquiritigenin <=> Daidzein,C09762,C10208
R06565,(-)-Vestitone <=> Medicarpin,C00786,C10503
R06580,4-Coumaryl alcohol <=> Caffeyl alcohol,C02646,C12206
R06584,Feruloyl-CoA <=> 5-Hydroxyferuloyl-CoA,C00406,C12203
R06587,UDP-kanosamine <=> Kanosamine,C12211,C12212
R06591,"phosphoenolpyruvate:imino-D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)",C12215; C00074; C00001,C12106; C00009
R06592,AminoDAHP <=> AminoDHQ + Orthophosphate,C12106,C12109; C00009
R06593,AminoDHQ <=> 5-Amino-5-deoxy-3-dehydroshikimate + H2O,C12109,C12108; C00001
R06597,Proansamycin X <=> Protorifamycin I,C12176,C12246
R06598,Protorifamycin I <=> Rifamycin W,C12246,C12247
R06599,Proansamycin X <=> 34a-Deoxy-rifamycin W,C12176,C14721
R06600,Rifamycin <=> Rifamycin B,C12044,C01848
R06603,Chorismate <=> Salicylate + Pyruvate,C00251,C00805; C00022
R06605,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate + H+ <=> (R)(-)-Allantoin + CO2",C12248; C00080,C02348; C00011
R06612,"5,6-Indolequinone-2-carboxylic acid <=> Eumelanin",C17938,C17937
R06617,Gibberellin A4 <=> Gibberellin A7,C11864,C11867
R06618,Gibberellin A7 <=> Gibberellin A3,C11867,C01699
R06619,Gibberellin A4 <=> Gibberellin A1,C11864,C00859
R06627,"dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose + S-Adenosyl-L-methionine <=> dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose + S-Adenosyl-L-homocysteine",C12318; C00019,C12319; C00021
R06629,dTDP-L-4-oxovancosamine + NADPH + H+ <=> dTDP-L-epivancosamine + NADP+,C12320; C00005; C00080,C12321; C00006
R06630,dTDP-L-4-oxovancosamine <=> dTDP-L-vancosamine,C12320,C12322
R06650,Tetrangomycin <=> Tetrangulol + H2O,C12396,C12397; C00001
R06651,Tetrangulol <=> 8-O-Methyltetrangulol,C12397,C12398
R06652,8-O-Methyltetrangulol <=> 19-Hydroxy-8-O-methyltetrangulol,C12398,C12400
R06653,Tetrangulol <=> 19-Hydroxytetrangulol,C12397,C12399
R06654,19-Hydroxytetrangulol <=> 19-Hydroxy-8-O-methyltetrangulol,C12399,C12400
R06655,19-Hydroxy-8-O-methyltetrangulol <=> PD116740,C12400,C12401
R06656,Tetrangomycin <=> Rabelomycin,C12396,C12402
R06659,Urdamycinone B + dTDP-beta-L-rhodinose <=> 100-1 + dTDP,C12404; C12447,C12405; C00363
R06661,Urdamycinone B <=> 104-2,C12404,C12407
R06662,104-2 + dTDP-beta-L-rhodinose + dTDP-D-olivose <=> 124-1 + 2 dTDP,C12407; C12447; C11923,C12409; C00363
R06664,Urdamycinone F + 2 dTDP-beta-L-rhodinose + dTDP-D-olivose <=> Urdamycin F + 3 dTDP,C12410; C12447; C11923,C12411; C00363
R06665,Urdamycinone F <=> Aquayamycin + H2O,C12410,C12412; C00001
R06666,Aquayamycin + dTDP-beta-L-rhodinose <=> 100-2 + dTDP,C12412; C12447,C12408; C00363
R06667,100-2 + dTDP-beta-L-rhodinose <=> Urdamycin G + dTDP,C12408; C12447,C12414; C00363
R06671,Dehydrorabelomycin <=> Kinobscurinone,C12390,C12391
R06672,Kinobscurinone <=> Stealthin C,C12391,C12392
R06673,Stealthin C <=> Prekinamycin,C12392,C12393
R06674,Prekinamycin <=> Kinamycin D,C12393,C12394
R06678,Methyl nogalonate <=> Dihydro-NAME,C12415,C12418
R06685,Rhodomycin D + H2O <=> 10-Carboxy-13-deoxycarminomycin + Methanol,C12426; C00001,C12427; C00132
R06686,10-Carboxy-13-deoxycarminomycin <=> 13-Deoxycarminomycin + CO2,C12427,C12428; C00011
R06694,Daunorubicin <=> (13S)-13-Dihydrodaunorubicin,C01907,C12433
R06695,(S)-DNPA <=> 6-Deoxydihydrokalafungin,C12434,C12435
R06696,6-Deoxydihydrokalafungin + Oxygen <=> Dihydrokalafungin + H2O,C12435; C00007,C12436; C00001
R06697,2 DHKred-OH <=> Actinorhodin,C18358,C06691
R06698,Dihydrokalafungin <=> Medermycin,C12436,C12437
R06701,Tetracenomycin D3 <=> Tetracenomycin B3,C12368,C12369
R06702,Tetracenomycin B3 <=> Tetracenomycin E,C12369,C12370
R06706,Tetracenomycin F1 <=> Tetracenomycin F1 methylester,C12367,C12373
R06707,Tetracenomycin F1 <=> Decarboxytetracenomycin F1,C12367,C12374
R06709,Tetracenomycin D3 <=> Tetracenomycin D3 methylester,C12368,C12375
R06710,Tetracenomycin D3 <=> Tetracenomycin D1,C12368,C12376
R06711,Tetracenomycin B3 <=> Tetracenomycin B1,C12369,C12377
R06714,Tetracenomycin A2 <=> Tetracenomycin X,C12371,C12380
R06718,Premithramycin A2' + dTDP-D-mycarose <=> Premithramycin A3' + dTDP,C12385; C12444,C12386; C00363
R06724,sym-Homospermidine <=> Trachelanthamidine,C06366,C12440
R06725,Trachelanthamidine <=> Retronecine,C12440,C06177
R06726,Retronecine + 2 L-Isoleucine <=> Senecionine,C06177; C00407,C06176
R06727,1-Methylpyrrolinium + Benzoate <=> Cocaine,C06178; C00180,C01416
R06732,1-Methylpyrrolinium <=> Hygrine,C06178,C06179
R06733,Hygrine <=> Tropinone,C06179,C00783
R06737,Pseudotropine <=> Calystegin A3,C02066,C10850
R06738,Nicotine <=> Nornicotine,C00745,C06524
R06741,5-Aminopentanal <=> Piperideine,C12455,C06181
R06743,Anabasine <=> Anatalline,C06180,C12454
R06744,L-Phenylalanine <=> Tropate,C00079,C01456
R06745,trans-Cinnamate <=> Cocaine,C00423,C01416
R06748,pyrrole-2-carbonyl-[peptidyl-carrier protein]:[peptidyl-carrier protein] (pyrrole-2-carbonyl)transferase,C12483; C21097,C12483; C21097
R06751,L-Tyrosine + Peptidyl-carrier protein + ATP <=> L-Tyrosyl-[pcp] + AMP + Diphosphate,C00082; C21097; C00002,C12461; C00020; C00013
R06752,L-Tyrosyl-[pcp] + Oxygen <=> beta-Hydroxy-L-tyrosyl-[pcp] + H2O,C12461; C00007,C12462; C00001
R06753,beta-Hydroxy-L-tyrosyl-[pcp] <=> beta-Keto-L-tyrosyl-[pcp],C12462,C12463
